phrase,is_price
"Gorgeous Computer at Rs 66940

https://croma.com/gorgeous-computer",1
"Fish at Rs. 34583

https://myntra.com/fish",1
"Awesome Granite Pizza Rs  722

https://flipkart.com/awesome-granite-pizza",1
"Tasty Gloves Rs  51558

https://flipkart.com/tasty-gloves",1
"Plastic Fish ?82507

https://bit.ly//plastic-fish",1
"Fresh Soap ?89830

https://bit.ly//fresh-soap",1
"Fantastic Computer @ Rs 60057

https://amazon.in/fantastic-computer",1
"Bike Rs  37916

https://croma.com/bike",1
"Small Cotton Sausages @ 4994

https://flipkart.com/small-cotton-sausages",1
"Concrete Soap loot 83112

https://myntra.com/concrete-soap",1
"Cotton Chips @ 92933

https://bit.ly//cotton-chips",1
"Bike Rs. 83715

https://croma.com/bike",1
"Wooden Chips @ Rs 23112

https://ajio.com/wooden-chips",1
"Wooden Hat at ?64224

https://bit.ly//wooden-hat",1
"Chips at ?812

https://croma.com/chips",1
"Concrete Chicken at Rs. 5281

https://ajio.com/concrete-chicken",1
"Used Computer loot @ 66815

https://bit.ly//used-computer",1
"Unbranded Plastic Gloves @ 91487

https://croma.com/unbranded-plastic-gloves",1
"Keyboard @ 93203

https://croma.com/keyboard",1
"Shirt at ?67715

https://ajio.com/shirt",1
"Gently Used Mouse ?68506

https://croma.com/gently-used-mouse",1
"New Fresh Pants at Rs 23026

https://amazon.in/new-fresh-pants",1
"Shoes at Rs. 28296

https://amzn.to/shoes",1
"New Gloves Rs  74353

https://croma.com/new-gloves",1
"Ergonomic Rubber Keyboard loot 64254

https://bit.ly//ergonomic-rubber-keyboard",1
"Intelligent Granite Towels @ 93042

https://ajio.com/intelligent-granite-towels",1
"Frozen Sausages at ?46114

https://amazon.in/frozen-sausages",1
"Fantastic Granite Shoes at 48670

https://bit.ly//fantastic-granite-shoes",1
"Pants at Rs. 23482

https://croma.com/pants",1
"Concrete Gloves Rs  16398

https://ajio.com/concrete-gloves",1
"Awesome Hat @ 26832

https://amzn.to/awesome-hat",1
"Ergonomic Keyboard @ ?80920

https://bit.ly//ergonomic-keyboard",1
"New Steel Chair at ?62009

https://ajio.com/new-steel-chair",1
"Metal Pants loot 27288

https://amazon.in/metal-pants",1
"Towels at ?57961

https://ajio.com/towels",1
"Handmade Steel Sausages Rs. 96914

https://bit.ly//handmade-steel-sausages",1
"Refined Rubber Gloves ?99331

https://croma.com/refined-rubber-gloves",1
"Steel Keyboard at ?4409

https://flipkart.com/steel-keyboard",1
"Mouse Rs  74059

https://myntra.com/mouse",1
"Chips loot 4981

https://amzn.to/chips",1
"Metal Ball Rs. 36315

https://croma.com/metal-ball",1
"Intelligent Granite Shoes loot 59373

https://myntra.com/intelligent-granite-shoes",1
"Pants @ 78739

https://bit.ly//pants",1
"Shirt @ ?80848

https://croma.com/shirt",1
"Refined Frozen Mouse loot 26284

https://amzn.to/refined-frozen-mouse",1
"Wooden Bike at Rs 53575

https://croma.com/wooden-bike",1
"Gently Used Hat @ ?94919

https://myntra.com/gently-used-hat",1
"Granite Chicken at 28169

https://bit.ly//granite-chicken",1
"Shirt Rs  43795

https://ajio.com/shirt",1
"Plastic Chicken @ Rs 94339

https://croma.com/plastic-chicken",1
"Gorgeous Mouse @ Rs. 33005

https://croma.com/gorgeous-mouse",1
"Concrete Table @ Rs. 82874

https://amzn.to/concrete-table",1
"Table at 56176

https://flipkart.com/table",1
"Rustic Granite Ball @ 54825

https://amazon.in/rustic-granite-ball",1
"Pants ?72778

https://amzn.to/pants",1
"For repair Keyboard @ Rs 59225

https://amzn.to/for-repair-keyboard",1
"Metal Salad loot @ 15782

https://myntra.com/metal-salad",1
"Frozen Towels at ?63049

https://amzn.to/frozen-towels",1
"Generic Chair at Rs 50827

https://croma.com/generic-chair",1
"Chair loot @ 8799

https://bit.ly//chair",1
"New Computer at Rs 16589

https://bit.ly//new-computer",1
"Concrete Fish at Rs. 91001

https://myntra.com/concrete-fish",1
"Pants ?36574

https://amzn.to/pants",1
"Rubber Computer Rs  23974

https://ajio.com/rubber-computer",1
"Computer at Rs 51365

https://myntra.com/computer",1
"Ball ?10738

https://flipkart.com/ball",1
"Granite Shirt at Rs 97433

https://amazon.in/granite-shirt",1
"Cheese @ Rs. 76011

https://amazon.in/cheese",1
"Car @ Rs. 66695

https://bit.ly//car",1
"Unbranded Computer @ 5930

https://flipkart.com/unbranded-computer",1
"Bike loot 59726

https://flipkart.com/bike",1
"Licensed Plastic Bacon at ?34406

https://flipkart.com/licensed-plastic-bacon",1
"For repair Steel Soap @ 9344

https://amazon.in/for-repair-steel-soap",1
"Wooden Chips ?21552

https://amazon.in/wooden-chips",1
"Rubber Shirt Rs  55055

https://croma.com/rubber-shirt",1
"Tuna @ 73909

https://ajio.com/tuna",1
"Used Plastic Bike loot 78653

https://amazon.in/used-plastic-bike",1
"Rubber Keyboard @ 25308

https://myntra.com/rubber-keyboard",1
"Sleek Metal Salad Rs  15128

https://amzn.to/sleek-metal-salad",1
"Pizza @ 87227

https://ajio.com/pizza",1
"Incredible Granite Soap @ ?12764

https://bit.ly//incredible-granite-soap",1
"Practical Metal Bacon loot @ 70308

https://flipkart.com/practical-metal-bacon",1
"Awesome Tuna loot 514

https://amzn.to/awesome-tuna",1
"Fresh Mouse at Rs 85695

https://myntra.com/fresh-mouse",1
"Sausages loot @ 55708

https://ajio.com/sausages",1
"Refined Granite Car at 79256

https://croma.com/refined-granite-car",1
"Used Pants ?56104

https://flipkart.com/used-pants",1
"Towels @ ?21031

https://bit.ly//towels",1
"Practical Metal Sausages @ ?37275

https://myntra.com/practical-metal-sausages",1
"Pants @ Rs 30049

https://amzn.to/pants",1
"Rubber Gloves at ?76669

https://myntra.com/rubber-gloves",1
"Refined Rubber Fish loot @ 17796

https://amazon.in/refined-rubber-fish",1
"Granite Gloves ?82043

https://croma.com/granite-gloves",1
"For repair Rubber Pants at ?26763

https://flipkart.com/for-repair-rubber-pants",1
"Soap Rs. 45940

https://flipkart.com/soap",1
"Refined Wooden Keyboard at 96245

https://bit.ly//refined-wooden-keyboard",1
"Granite Chair ?52755

https://ajio.com/granite-chair",1
"Licensed Fish loot @ 56675

https://amazon.in/licensed-fish",1
"Soft Pants @ 38630

https://croma.com/soft-pants",1
"Concrete Sausages at Rs 97801

https://amzn.to/concrete-sausages",1
"Car at ?78780

https://amzn.to/car",1
"Table loot @ 37378

https://croma.com/table",1
"Tasty Chicken @ 70941

https://croma.com/tasty-chicken",1
"Chips ?70846

https://amzn.to/chips",1
"Small Plastic Cheese @ Rs 80427

https://amazon.in/small-plastic-cheese",1
"Chair at 50887

https://myntra.com/chair",1
"New Wooden Fish @ Rs 26004

https://flipkart.com/new-wooden-fish",1
"Granite Pants at Rs. 68858

https://ajio.com/granite-pants",1
"Tasty Frozen Computer @ ?99286

https://myntra.com/tasty-frozen-computer",1
"Tasty Soft Cheese @ ?67885

https://flipkart.com/tasty-soft-cheese",1
"New Fresh Gloves at Rs 66957

https://croma.com/new-fresh-gloves",1
"Sleek Concrete Mouse @ 97936

https://bit.ly//sleek-concrete-mouse",1
"Chair @ ?34186

https://croma.com/chair",1
"Fantastic Cheese loot 44386

https://amzn.to/fantastic-cheese",1
"Soft Tuna at Rs. 29437

https://croma.com/soft-tuna",1
"Rustic Chips @ Rs 4108

https://myntra.com/rustic-chips",1
"Ball loot @ 34744

https://amazon.in/ball",1
"Gently Used Wooden Ball @ Rs 50780

https://myntra.com/gently-used-wooden-ball",1
"Small Chicken at Rs. 57602

https://croma.com/small-chicken",1
"Table @ 42975

https://amazon.in/table",1
"Handmade Granite Tuna loot @ 19187

https://myntra.com/handmade-granite-tuna",1
"Tasty Pants Rs  62156

https://amzn.to/tasty-pants",1
"Plastic Table Rs. 49857

https://ajio.com/plastic-table",1
"Rustic Cotton Chair @ ?95543

https://myntra.com/rustic-cotton-chair",1
"New Sausages @ ?54542

https://flipkart.com/new-sausages",1
"Intelligent Bacon ?39735

https://croma.com/intelligent-bacon",1
"Generic Chicken loot 13451

https://amazon.in/generic-chicken",1
"Sausages @ Rs. 74747

https://amazon.in/sausages",1
"Intelligent Shoes Rs  30422

https://myntra.com/intelligent-shoes",1
"New Fresh Computer ?64059

https://flipkart.com/new-fresh-computer",1
"Refined Soap @ Rs 55380

https://amazon.in/refined-soap",1
"Frozen Chips loot @ 87486

https://ajio.com/frozen-chips",1
"Fantastic Rubber Keyboard Rs  55532

https://amazon.in/fantastic-rubber-keyboard",1
"Gorgeous Fish at ?95844

https://flipkart.com/gorgeous-fish",1
"Handmade Chicken at ?62059

https://ajio.com/handmade-chicken",1
"Wooden Sausages at ?89473

https://bit.ly//wooden-sausages",1
"Plastic Tuna Rs  78765

https://ajio.com/plastic-tuna",1
"Unbranded Car Rs. 88872

https://bit.ly//unbranded-car",1
"Refined Granite Pants at ?66545

https://amazon.in/refined-granite-pants",1
"Tasty Frozen Cheese loot 8654

https://myntra.com/tasty-frozen-cheese",1
"Fantastic Plastic Chips Rs  16927

https://croma.com/fantastic-plastic-chips",1
"Steel Chips Rs  50422

https://flipkart.com/steel-chips",1
"Gently Used Gloves loot 7081

https://amzn.to/gently-used-gloves",1
"Sleek Bike Rs. 98309

https://amazon.in/sleek-bike",1
"Concrete Hat at ?39511

https://croma.com/concrete-hat",1
"Gorgeous Chair ?68738

https://bit.ly//gorgeous-chair",1
"New Chair @ Rs. 43194

https://myntra.com/new-chair",1
"Cheese @ Rs. 96309

https://croma.com/cheese",1
"Cheese loot @ 44099

https://myntra.com/cheese",1
"Wooden Bike at Rs. 19466

https://croma.com/wooden-bike",1
"Used Table at ?55743

https://amazon.in/used-table",1
"Gently Used Fresh Shirt Rs. 23042

https://myntra.com/gently-used-fresh-shirt",1
"Refined Chicken @ Rs 53658

https://croma.com/refined-chicken",1
"Unbranded Frozen Hat @ ?95595

https://ajio.com/unbranded-frozen-hat",1
"Concrete Bacon Rs  71836

https://ajio.com/concrete-bacon",1
"Practical Gloves @ Rs. 34318

https://myntra.com/practical-gloves",1
"Frozen Towels at Rs. 36663

https://flipkart.com/frozen-towels",1
"Practical Bacon at Rs. 80034

https://croma.com/practical-bacon",1
"Chips Rs  87950

https://myntra.com/chips",1
"Fresh Salad @ 53962

https://amazon.in/fresh-salad",1
"Handmade Granite Chips Rs. 54962

https://amzn.to/handmade-granite-chips",1
"New Granite Bacon ?46714

https://myntra.com/new-granite-bacon",1
"Frozen Pizza @ 80711

https://croma.com/frozen-pizza",1
"Rustic Frozen Keyboard loot 71589

https://amazon.in/rustic-frozen-keyboard",1
"New Salad at 50911

https://amazon.in/new-salad",1
"Cheese @ Rs 36566

https://myntra.com/cheese",1
"Fish at 98759

https://ajio.com/fish",1
"Granite Chair Rs. 45849

https://croma.com/granite-chair",1
"Fantastic Cheese at ?89090

https://myntra.com/fantastic-cheese",1
"Wooden Pants at Rs 82090

https://ajio.com/wooden-pants",1
"Fresh Car

https://amzn.to/fresh-car",0
"Salad

https://croma.com/salad",0
"Gorgeous Computer

https://croma.com/gorgeous-computer",0
"Hat

https://amazon.in/hat",0
"Cotton Shirt

https://amzn.to/cotton-shirt",0
"Rustic Rubber Table

https://flipkart.com/rustic-rubber-table",0
"Metal Pizza

https://amzn.to/metal-pizza",0
"Incredible Chips

https://amazon.in/incredible-chips",0
"Fantastic Ball

https://croma.com/fantastic-ball",0
"Mouse

https://amzn.to/mouse",0
"Sleek Wooden Keyboard

https://amzn.to/sleek-wooden-keyboard",0
"Fish

https://amzn.to/fish",0
"Concrete Mouse

https://flipkart.com/concrete-mouse",0
"Handmade Chips

https://amazon.in/handmade-chips",0
"Soap

https://amzn.to/soap",0
"Generic Plastic Hat

https://flipkart.com/generic-plastic-hat",0
"Used Soft Chicken

https://flipkart.com/used-soft-chicken",0
"Gloves

https://croma.com/gloves",0
"Concrete Soap

https://croma.com/concrete-soap",0
"Licensed Granite Chair

https://myntra.com/licensed-granite-chair",0
"Gently Used Soft Ball

https://bit.ly//gently-used-soft-ball",0
"Gloves

https://flipkart.com/gloves",0
"Mouse

https://bit.ly//mouse",0
"Refined Concrete Soap

https://amazon.in/refined-concrete-soap",0
"Cotton Salad

https://amzn.to/cotton-salad",0
"Fresh Bacon

https://bit.ly//fresh-bacon",0
"Soft Shoes

https://bit.ly//soft-shoes",0
"Small Chicken

https://myntra.com/small-chicken",0
"Cotton Chips

https://bit.ly//cotton-chips",0
"Gently Used Rubber Tuna

https://amazon.in/gently-used-rubber-tuna",0
"Cotton Pizza

https://myntra.com/cotton-pizza",0
"Cheese

https://flipkart.com/cheese",0
"Gently Used Fresh Keyboard

https://amazon.in/gently-used-fresh-keyboard",0
"Small Tuna

https://myntra.com/small-tuna",0
"Soft Soap

https://ajio.com/soft-soap",0
"Pizza

https://croma.com/pizza",0
"Fish

https://flipkart.com/fish",0
"Mouse

https://amazon.in/mouse",0
"Cotton Keyboard

https://amazon.in/cotton-keyboard",0
"Incredible Steel Keyboard

https://bit.ly//incredible-steel-keyboard",0
"Small Pants

https://croma.com/small-pants",0
"Sausages

https://ajio.com/sausages",0
"Rubber Tuna

https://ajio.com/rubber-tuna",0
"Tasty Mouse

https://flipkart.com/tasty-mouse",0
"Towels

https://bit.ly//towels",0
"Small Plastic Fish

https://ajio.com/small-plastic-fish",0
"Car

https://bit.ly//car",0
"Steel Chicken

https://flipkart.com/steel-chicken",0
"Ergonomic Plastic Shirt

https://amazon.in/ergonomic-plastic-shirt",0
"Licensed Fish

https://amzn.to/licensed-fish",0
"Wooden Cheese

https://myntra.com/wooden-cheese",0
"Unbranded Chair

https://bit.ly//unbranded-chair",0
"Frozen Salad

https://flipkart.com/frozen-salad",0
"Bike

https://ajio.com/bike",0
"For repair Steel Tuna

https://ajio.com/for-repair-steel-tuna",0
"Intelligent Pizza

https://myntra.com/intelligent-pizza",0
"Rubber Salad

https://ajio.com/rubber-salad",0
"Plastic Pizza

https://myntra.com/plastic-pizza",0
"Generic Sausages

https://bit.ly//generic-sausages",0
"Tuna

https://amzn.to/tuna",0
"Fantastic Keyboard

https://flipkart.com/fantastic-keyboard",0
"Salad

https://flipkart.com/salad",0
"Handmade Bacon

https://amzn.to/handmade-bacon",0
"New Concrete Towels

https://bit.ly//new-concrete-towels",0
"Incredible Keyboard

https://flipkart.com/incredible-keyboard",0
"Metal Fish

https://croma.com/metal-fish",0
"Handcrafted Soap

https://myntra.com/handcrafted-soap",0
"For repair Concrete Hat

https://myntra.com/for-repair-concrete-hat",0
"Sleek Frozen Fish

https://croma.com/sleek-frozen-fish",0
"Practical Salad

https://ajio.com/practical-salad",0
"Steel Fish

https://croma.com/steel-fish",0
"Keyboard

https://bit.ly//keyboard",0
"Soft Chicken

https://amzn.to/soft-chicken",0
"Handmade Rubber Hat

https://ajio.com/handmade-rubber-hat",0
"Generic Soap

https://croma.com/generic-soap",0
"Car

https://bit.ly//car",0
"Pizza

https://croma.com/pizza",0
"Table

https://flipkart.com/table",0
"Pants

https://amazon.in/pants",0
"Handcrafted Shoes

https://croma.com/handcrafted-shoes",0
"Steel Keyboard

https://amzn.to/steel-keyboard",0
"Handcrafted Metal Chips

https://croma.com/handcrafted-metal-chips",0
"Unbranded Sausages

https://myntra.com/unbranded-sausages",0
"Concrete Mouse

https://amazon.in/concrete-mouse",0
"Pizza

https://amzn.to/pizza",0
"Practical Keyboard

https://ajio.com/practical-keyboard",0
"New Keyboard

https://croma.com/new-keyboard",0
"Soap

https://flipkart.com/soap",0
"Rustic Granite Chair

https://amzn.to/rustic-granite-chair",0
"Intelligent Fish

https://flipkart.com/intelligent-fish",0
"Chicken

https://bit.ly//chicken",0
"Generic Towels

https://myntra.com/generic-towels",0
"Used Chicken

https://flipkart.com/used-chicken",0
"Fantastic Cotton Bacon

https://amzn.to/fantastic-cotton-bacon",0
"Small Concrete Chips

https://amazon.in/small-concrete-chips",0
"Fantastic Pants

https://amazon.in/fantastic-pants",0
"Generic Metal Hat

https://croma.com/generic-metal-hat",0
"Unbranded Rubber Towels

https://amazon.in/unbranded-rubber-towels",0
"Fantastic Metal Cheese

https://ajio.com/fantastic-metal-cheese",0
"Unbranded Fish

https://amzn.to/unbranded-fish",0
"Towels

https://flipkart.com/towels",0
"Chips

https://amazon.in/chips",0
"Frozen Ball

https://bit.ly//frozen-ball",0
"Tasty Plastic Chicken

https://amzn.to/tasty-plastic-chicken",0
"Gorgeous Car

https://ajio.com/gorgeous-car",0
"Tasty Concrete Computer

https://myntra.com/tasty-concrete-computer",0
"Intelligent Shoes

https://amzn.to/intelligent-shoes",0
"Sleek Frozen Towels

https://myntra.com/sleek-frozen-towels",0
"Used Sausages

https://amzn.to/used-sausages",0
"Used Chips

https://bit.ly//used-chips",0
"Towels

https://croma.com/towels",0
"Gently Used Wooden Soap

https://ajio.com/gently-used-wooden-soap",0
"Handcrafted Rubber Ball

https://myntra.com/handcrafted-rubber-ball",0
"Bike

https://myntra.com/bike",0
"Computer

https://amazon.in/computer",0
"Pants

https://bit.ly//pants",0
"Cotton Shirt

https://ajio.com/cotton-shirt",0
"Salad

https://croma.com/salad",0
"Plastic Car

https://myntra.com/plastic-car",0
"Shoes

https://myntra.com/shoes",0
"Shirt

https://croma.com/shirt",0
"Tuna

https://croma.com/tuna",0
"Bike

https://flipkart.com/bike",0
"Handcrafted Soft Fish

https://amazon.in/handcrafted-soft-fish",0
"Pizza

https://myntra.com/pizza",0
"Ergonomic Wooden Table

https://croma.com/ergonomic-wooden-table",0
"Fantastic Concrete Cheese

https://amazon.in/fantastic-concrete-cheese",0
"Chips

https://amazon.in/chips",0
"Cotton Sausages

https://amazon.in/cotton-sausages",0
"Fish

https://amazon.in/fish",0
"Rustic Metal Bacon

https://ajio.com/rustic-metal-bacon",0
"Shoes

https://croma.com/shoes",0
"Gloves

https://amzn.to/gloves",0
"Granite Shoes

https://flipkart.com/granite-shoes",0
"Wooden Soap

https://amzn.to/wooden-soap",0
"Mouse

https://amzn.to/mouse",0
"Fresh Chicken

https://amazon.in/fresh-chicken",0
"Handmade Towels

https://amazon.in/handmade-towels",0
"Used Shirt

https://bit.ly//used-shirt",0
"Awesome Steel Sausages

https://flipkart.com/awesome-steel-sausages",0
"Cheese

https://croma.com/cheese",0
"Cotton Sausages

https://croma.com/cotton-sausages",0
"Used Pizza

https://flipkart.com/used-pizza",0
"Granite Fish

https://croma.com/granite-fish",0
"Rustic Towels

https://bit.ly//rustic-towels",0
"Incredible Tuna

https://amzn.to/incredible-tuna",0
"Towels

https://amazon.in/towels",0
"Licensed Sausages

https://myntra.com/licensed-sausages",0
"Wooden Hat

https://amzn.to/wooden-hat",0
"Chips

https://amazon.in/chips",0
"Steel Bacon

https://croma.com/steel-bacon",0
"Gently Used Bike

https://myntra.com/gently-used-bike",0
"Granite Shirt

https://amazon.in/granite-shirt",0
"Rubber Table

https://flipkart.com/rubber-table",0
"Used Concrete Ball

https://myntra.com/used-concrete-ball",0
"Unbranded Soap

https://myntra.com/unbranded-soap",0
"Incredible Shoes

https://flipkart.com/incredible-shoes",0
"Cheese

https://ajio.com/cheese",0
"Refined Sausages

https://bit.ly//refined-sausages",0
"Used Fresh Chicken

https://amazon.in/used-fresh-chicken",0
"Keyboard

https://myntra.com/keyboard",0
"Rustic Bacon

https://croma.com/rustic-bacon",0
"Fantastic Towels

https://croma.com/fantastic-towels",0
"Handmade Plastic Towels

https://ajio.com/handmade-plastic-towels",0
"Bacon

https://amzn.to/bacon",0
"Licensed Soft Shoes

https://ajio.com/licensed-soft-shoes",0
"Metal Sausages

https://amzn.to/metal-sausages",0
"Rustic Mouse

https://flipkart.com/rustic-mouse",0
"Shirt

https://amzn.to/shirt",0
"Wooden Chips

https://amzn.to/wooden-chips",0
"Sausages

https://flipkart.com/sausages",0
"Plastic Shirt

https://croma.com/plastic-shirt",0
"Awesome Computer

https://bit.ly//awesome-computer",0
"Metal Soap

https://flipkart.com/metal-soap",0
"Towels

https://myntra.com/towels",0
"Licensed Bike

https://amazon.in/licensed-bike",0
"Used Computer

https://amazon.in/used-computer",0
"Pants

https://flipkart.com/pants",0
"Fresh Tuna

https://bit.ly//fresh-tuna",0
"Chair

https://amzn.to/chair",0
"Chicken

https://myntra.com/chicken",0
"Shirt

https://myntra.com/shirt",0
"Cotton Shirt

https://amzn.to/cotton-shirt",0
"Generic Metal Ball

https://flipkart.com/generic-metal-ball",0
"Handcrafted Sausages

https://bit.ly//handcrafted-sausages",0
"Metal Car

https://bit.ly//metal-car",0
"Shoes

https://myntra.com/shoes",0
"Towels

https://amazon.in/towels",0
"Handmade Ball

https://flipkart.com/handmade-ball",0
"Rubber Pizza

https://myntra.com/rubber-pizza",0
"Concrete Shirt

https://amazon.in/concrete-shirt",0
"Tuna

https://amazon.in/tuna",0
"Car

https://ajio.com/car",0
"Refined Wooden Computer

https://croma.com/refined-wooden-computer",0
"Bacon

https://croma.com/bacon",0
"Wooden Computer

https://croma.com/wooden-computer",0
"Towels

https://amazon.in/towels",0
"Awesome Fresh Gloves

https://croma.com/awesome-fresh-gloves",0
"Soft Keyboard

https://amazon.in/soft-keyboard",0
"Practical Frozen Table

https://amazon.in/practical-frozen-table",0
"Steel Cheese

https://amzn.to/steel-cheese",0
"Concrete Ball

https://amazon.in/concrete-ball",0
"Fresh Soap

https://croma.com/fresh-soap",0
"Frozen Chicken

https://myntra.com/frozen-chicken",0
"Licensed Fresh Salad

https://croma.com/licensed-fresh-salad",0
"Generic Pizza

https://flipkart.com/generic-pizza",0
"Used Mouse

https://ajio.com/used-mouse",0
"Chips

https://bit.ly//chips",0
"Incredible Shirt

https://ajio.com/incredible-shirt",0
"Unbranded Towels

https://bit.ly//unbranded-towels",0
"Wooden Fish

https://myntra.com/wooden-fish",0
"Gloves

https://croma.com/gloves",0
"Frozen Computer

https://flipkart.com/frozen-computer",0
"Keyboard

https://flipkart.com/keyboard",0
"Ergonomic Chair

https://flipkart.com/ergonomic-chair",0
"Handmade Shirt

https://croma.com/handmade-shirt",0
"Gently Used Frozen Pants

https://croma.com/gently-used-frozen-pants",0
"Salad

https://myntra.com/salad",0
"Gorgeous Pizza

https://bit.ly//gorgeous-pizza",0
"Granite Keyboard

https://amazon.in/granite-keyboard",0
"Car

https://flipkart.com/car",0
"Shirt

https://amzn.to/shirt",0
"New Granite Sausages

https://bit.ly//new-granite-sausages",0
"Refined Shoes

https://myntra.com/refined-shoes",0
"Tasty Shoes

https://bit.ly//tasty-shoes",0
"Rubber Table

https://croma.com/rubber-table",0
"Rustic Soap

https://flipkart.com/rustic-soap",0
"Salad

https://flipkart.com/salad",0
"Small Pants

https://ajio.com/small-pants",0
"Licensed Plastic Pizza

https://ajio.com/licensed-plastic-pizza",0
"New Fresh Pants

https://croma.com/new-fresh-pants",0
"Concrete Gloves

https://bit.ly//concrete-gloves",0
"Generic Shirt

https://flipkart.com/generic-shirt",0
"Pizza

https://myntra.com/pizza",0
"Soft Chicken

https://bit.ly//soft-chicken",0
"Refined Plastic Pants

https://croma.com/refined-plastic-pants",0
"Intelligent Chips

https://croma.com/intelligent-chips",0
"For repair Salad

https://croma.com/for-repair-salad",0
"Gently Used Shirt

https://croma.com/gently-used-shirt",0
"For repair Shirt

https://myntra.com/for-repair-shirt",0
"Cotton Gloves

https://amazon.in/cotton-gloves",0
"New Chips

https://bit.ly//new-chips",0
"Generic Cotton Gloves

https://myntra.com/generic-cotton-gloves",0
"Cheese

https://flipkart.com/cheese",0
"Soft Table

https://flipkart.com/soft-table",0
"Intelligent Salad

https://bit.ly//intelligent-salad",0
"Soft Ball

https://myntra.com/soft-ball",0
"Refined Wooden Hat

https://amzn.to/refined-wooden-hat",0
"Concrete Fish

https://amazon.in/concrete-fish",0
"Refined Plastic Pants

https://ajio.com/refined-plastic-pants",0
"Frozen Soap

https://flipkart.com/frozen-soap",0
"Steel Towels

https://bit.ly//steel-towels",0
"Gently Used Concrete Shoes

https://flipkart.com/gently-used-concrete-shoes",0
"Generic Rubber Pizza

https://bit.ly//generic-rubber-pizza",0
"Handcrafted Car

https://amzn.to/handcrafted-car",0
"Chips

https://amazon.in/chips",0
"Concrete Ball

https://myntra.com/concrete-ball",0
"Steel Pants

https://ajio.com/steel-pants",0
"Sleek Fresh Salad

https://myntra.com/sleek-fresh-salad",0
"For repair Mouse

https://amzn.to/for-repair-mouse",0
"Incredible Pants

https://myntra.com/incredible-pants",0
"Practical Plastic Chips

https://flipkart.com/practical-plastic-chips",0
"Practical Tuna

https://croma.com/practical-tuna",0
"Pants

https://flipkart.com/pants",0
"Gorgeous Shoes

https://bit.ly//gorgeous-shoes",0
"Generic Chicken

https://croma.com/generic-chicken",0
"Intelligent Sausages

https://amzn.to/intelligent-sausages",0
"Steel Computer

https://myntra.com/steel-computer",0
"For repair Table

https://bit.ly//for-repair-table",0
"Ergonomic Soap

https://croma.com/ergonomic-soap",0
"Refined Cotton Bike

https://amazon.in/refined-cotton-bike",0
"Pants

https://myntra.com/pants",0
"Licensed Cotton Gloves

https://flipkart.com/licensed-cotton-gloves",0
"Towels

https://amzn.to/towels",0
"Gently Used Table

https://ajio.com/gently-used-table",0
"Practical Granite Hat

https://ajio.com/practical-granite-hat",0
"Gorgeous Keyboard

https://bit.ly//gorgeous-keyboard",0
"Ball

https://flipkart.com/ball",0
"Plastic Bike

https://amzn.to/plastic-bike",0
"Soft Bike

https://amzn.to/soft-bike",0
"Wooden Gloves

https://croma.com/wooden-gloves",0
"Gloves

https://amazon.in/gloves",0
"Plastic Car

https://ajio.com/plastic-car",0
"Steel Chips

https://ajio.com/steel-chips",0
"Soft Chair

https://amazon.in/soft-chair",0
"Ergonomic Computer

https://bit.ly//ergonomic-computer",0
"Tasty Chips

https://bit.ly//tasty-chips",0
"Shoes

https://amzn.to/shoes",0
"Refined Bike

https://croma.com/refined-bike",0
"Soft Chicken

https://bit.ly//soft-chicken",0
"Licensed Chicken

https://amazon.in/licensed-chicken",0
"Pants

https://bit.ly//pants",0
"Hat

https://flipkart.com/hat",0
"Incredible Concrete Bike

https://myntra.com/incredible-concrete-bike",0
"Metal Towels

https://ajio.com/metal-towels",0
"Incredible Granite Cheese

https://amazon.in/incredible-granite-cheese",0
"Generic Steel Sausages

https://ajio.com/generic-steel-sausages",0
"Gorgeous Hat

https://flipkart.com/gorgeous-hat",0
"Soft Soap

https://bit.ly//soft-soap",0
"Bacon

https://amazon.in/bacon",0
"Chips

https://amazon.in/chips",0
"Ball

https://croma.com/ball",0
"Tasty Fish

https://ajio.com/tasty-fish",0
"Refined Mouse

https://amzn.to/refined-mouse",0
"Cotton Shirt

https://amazon.in/cotton-shirt",0
"Fantastic Metal Sausages

https://bit.ly//fantastic-metal-sausages",0
"Plastic Chicken

https://flipkart.com/plastic-chicken",0
"Cotton Mouse

https://amazon.in/cotton-mouse",0
"Refined Chips

https://croma.com/refined-chips",0
"Chips

https://amazon.in/chips",0
"Tasty Wooden Cheese

https://myntra.com/tasty-wooden-cheese",0
"Handcrafted Hat

https://bit.ly//handcrafted-hat",0
"Fantastic Bacon

https://flipkart.com/fantastic-bacon",0
"Steel Chair

https://flipkart.com/steel-chair",0
"Soft Pants

https://amazon.in/soft-pants",0
"Soap

https://amazon.in/soap",0
"Gently Used Tuna

https://bit.ly//gently-used-tuna",0
"Concrete Keyboard

https://bit.ly//concrete-keyboard",0
"Fresh Mouse

https://myntra.com/fresh-mouse",0
"Metal Soap

https://flipkart.com/metal-soap",0
"Intelligent Fresh Hat

https://croma.com/intelligent-fresh-hat",0
"Wooden Car

https://croma.com/wooden-car",0
"Handcrafted Cotton Fish

https://croma.com/handcrafted-cotton-fish",0
"Cotton Pants

https://amazon.in/cotton-pants",0
"Rubber Keyboard

https://bit.ly//rubber-keyboard",0
"Generic Bike

https://myntra.com/generic-bike",0
"Shirt

https://ajio.com/shirt",0
